Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
171679,National authorities,-6.989444,108.532212,Asia,Indonesia,Jawa Barat,KERTAUNGARAN,Unknown,12/04/2012,13/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5504,,,,0,,,,
171678,National authorities,-6.496597,108.430895,Asia,Indonesia,Jawa Barat,KAPLONGAN,Unknown,02/04/2012,04/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171677,National authorities,-6.373016,108.370209,Asia,Indonesia,Jawa Barat,SUKAURIP,Unknown,12/04/2012,13/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171676,National authorities,-6.38203,108.356545,Asia,Indonesia,Jawa Barat,RAWADALEM,Unknown,10/04/2012,12/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171675,National authorities,-6.516286,108.409462,Asia,Indonesia,Jawa Barat,KEDOKANBUNDER WETAN,Unknown,06/04/2012,06/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,,,,,
171674,National authorities,-6.465736,108.453187,Asia,Indonesia,Jawa Barat,TANJUNGPURA,Unknown,05/04/2012,06/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171673,National authorities,-6.980861,108.477556,Asia,Indonesia,Jawa Barat,SINDANGAGUNG,Unknown,20/04/2012,21/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4013,,,,,,,,
171672,National authorities,-7.461475,107.961709,Asia,Indonesia,Jawa Barat,TARAJU,Unknown,13/04/2012,20/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1900,,,,0,,,,
171671,National authorities,-6.858733,108.720214,Asia,Indonesia,Jawa Barat,BABAKAN,Unknown,18/04/2012,18/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3500,,,,0,,,,
171527,OIE,22.44447,114.0258,Asia,"Hong Kong, SAR",Administrative unit not available,28 Hong Yip Street,Centroid Locality,18/06/2012,20/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, scaly-breasted munia",,1,1,0,0,,,,
171492,OIE,-33.23731,25.02164,Africa,South Africa,Eastern Cape,LPAI_2012_001,Unknown,24/02/2012,19/06/2012,Confirmed,Influenza - Avian,H7N1 LPAI,"domestic, ostrich",1493,10,0,0,1493,,,,
171491,OIE,-34.13197,21.79131,Africa,South Africa,Western Cape,LPAI_2012_002,Unknown,25/04/2012,19/06/2012,Confirmed,Influenza - Avian,H7N1 LPAI,"domestic, ostrich",340,34,0,0,0,,,,
171471,National authorities,-3.995033,119.650083,Asia,Indonesia,Sulawesi Selatan,LAPADDE,Unknown,29/04/2012,30/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",41800,,,,0,,,,
171470,National authorities,-3.792266,119.652317,Asia,Indonesia,Sulawesi Selatan,SAWITTO,Unknown,17/04/2012,17/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3954,,,,0,,,,
171469,National authorities,-3.856616,119.594933,Asia,Indonesia,Sulawesi Selatan,BARANG PALIE,Unknown,23/04/2012,23/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",21446,,,,0,,,,
171468,National authorities,-3.7991,119.659283,Asia,Indonesia,Sulawesi Selatan,BENTENG SAWITTO,Unknown,13/04/2012,13/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",25641,,,,0,,,,
171467,National authorities,-7.000003,110.000037,Asia,Indonesia,Jawa Tengah,SADENG,Unknown,25/04/2012,28/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3200,,,,0,,,,
171466,National authorities,-7.000075,110.000088,Asia,Indonesia,Jawa Tengah,JATEN,Unknown,16/04/2012,20/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,,,10,,,,
171465,National authorities,-7.000041,111.000003,Asia,Indonesia,Jawa Tengah,NGLOROG,Unknown,25/04/2012,25/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1006,,,,0,,,,
171464,National authorities,-7.000048,111.000005,Asia,Indonesia,Jawa Tengah,BENDUNGAN,Unknown,25/04/2012,25/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500,,,,0,,,,
171463,National authorities,-7.000056,110.000095,Asia,Indonesia,Jawa Tengah,WONOLOPO,Unknown,13/04/2012,15/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7575,,,,2,,,,
171462,National authorities,-7.000071,109.000065,Asia,Indonesia,Jawa Tengah,TAMBAKAGUNG,Unknown,17/04/2012,20/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12374,,,,0,,,,
171461,International reference laboratory,-7.000043,110.000025,Asia,Indonesia,Jawa Tengah,DAWUNG,Unknown,05/04/2012,07/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7294,,,,0,,,,
171460,National authorities,-1.226516,100.555717,Asia,Indonesia,Sumatera Barat,KOTO BARAPAK,Unknown,20/04/2012,23/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1250,,,,45,,,,
171459,National authorities,-8.49945,115.34765,Asia,Indonesia,Bali,BUNUTIN,Unknown,25/04/2012,25/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500,,,,36,,,,
171458,National authorities,-8.674916,115.2021,Asia,Indonesia,Bali,PEMECUTAN KLOD,Unknown,25/04/2012,25/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3824,,,,4,,,,
171457,National authorities,-8.360666,114.5591,Asia,Indonesia,Bali,CUPEL,Unknown,25/04/2012,26/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3940,,,,,,,,
171456,National authorities,-8.343166,114.554617,Asia,Indonesia,Bali,BANYUBIRU,Unknown,29/04/2012,30/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10750,,,,,,,,
171455,National authorities,-8.354683,114.56035,Asia,Indonesia,Bali,BALUK,Unknown,01/04/2012,02/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6993,,,,13,,,,
171454,National authorities,-8.392916,114.755333,Asia,Indonesia,Bali,YEH EMBANG,Unknown,29/04/2012,30/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",52950,,,,10,,,,
171453,National authorities,-8.42655,114.833217,Asia,Indonesia,Bali,PEKUTATAN,Unknown,11/04/2012,12/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",24800,,,,15,,,,
171452,National authorities,-8.395916,114.853083,Asia,Indonesia,Bali,ASAHDUREN,Unknown,02/04/2012,03/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",21825,,,,12,,,,
171451,National authorities,-8.3351,114.75205,Asia,Indonesia,Bali,YEH EMBANG KAUH,Unknown,01/04/2012,02/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",35500,,,,12,,,,
171450,National authorities,-8.129833,115.1985,Asia,Indonesia,Bali,TAMBLANG,Unknown,30/04/2012,30/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",11830,,,,1,,,,
171449,National authorities,-8.64695,115.21555,Asia,Indonesia,Bali,DANGIN PURI KAUH,Unknown,26/04/2012,26/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",975,,,,0,,,,
171448,National authorities,-6.000051,106.000082,Asia,Indonesia,Banten,TANAH BARU,Unknown,21/04/2012,27/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3200,,,,,,,,
171447,National authorities,-3.828033,102.32175,Asia,Indonesia,Bengkulu,SUKA RAMI,Unknown,09/04/2012,10/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000,,,,0,,,,
171446,National authorities,-3.7838,102.316667,Asia,Indonesia,Bengkulu,SURABAYA,Unknown,04/04/2012,05/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3000,,,,0,,,,
171445,National authorities,-6.961111,107.035,Asia,Indonesia,Jawa Barat,PANGKALAN,Unknown,26/04/2012,27/04/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3038,,,,0,,,,
171431,National authorities,30.17401,31.21497,Africa,Egypt,Kalyoubia,Kafr basta,Centroid Admin2,30/05/2012,02/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck, domestic, unspecified bird",,15,,15,,,,,
171423,National authorities,-1.156741,100.513938,Asia,Indonesia,Sumatera Barat,BARUNG-BARUNG BALANTAI,Unknown,07/05/2012,09/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1858,,,,42,,,,
171422,National authorities,-7.546727,110.932327,Asia,Indonesia,Jawa Tengah,KALING,Unknown,11/05/2012,12/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",9480,,,,,,,,
171421,National authorities,-7.595663,110.468186,Asia,Indonesia,Jawa Tengah,TLOGOWATU,Unknown,11/05/2012,16/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20700,,,,,,,,
171420,National authorities,-7.526019,110.777629,Asia,Indonesia,Jawa Tengah,GEDONGAN,Unknown,16/05/2012,16/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",35000,,,,0,,,,
171419,National authorities,-7.130434,110.382503,Asia,Indonesia,Jawa Tengah,KEJI,Unknown,04/05/2012,04/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2520,,,,0,,,,
171418,National authorities,-7.406049,110.506361,Asia,Indonesia,Jawa Tengah,BUTUH,Unknown,04/05/2012,04/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",19260,,,,5,,,,
171417,National authorities,-7.409619,111.048283,Asia,Indonesia,Jawa Tengah,PILANGSARI,Unknown,05/05/2012,05/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15300,,,,0,,,,
171416,National authorities,-0.405711,102.227585,Asia,Indonesia,Riau,AIR MOLEK II,Unknown,11/05/2012,12/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1353,,,,0,,,,
171415,National authorities,1.08407,102.107194,Asia,Indonesia,Riau,BELADING,Unknown,20/05/2012,22/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171414,National authorities,0.995708,102.02939,Asia,Indonesia,Riau,SUNGAI TENGAH,Unknown,08/05/2012,11/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7980,,,,112,,,,
171413,National authorities,1.097731,102.183551,Asia,Indonesia,Riau,SUNGAI KAYU ARA,Unknown,10/05/2012,12/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2050,,,,24,,,,
171412,National authorities,0.928381,102.003458,Asia,Indonesia,Riau,BUNGA RAYA,Unknown,01/05/2012,01/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",14620,,,,80,,,,
171411,National authorities,1.097731,102.183551,Asia,Indonesia,Riau,SUNGAI KAYU ARA,Unknown,01/05/2012,04/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4577,,,,24,,,,
171410,National authorities,0.545124,101.468693,Asia,Indonesia,Riau,LIMBUNGAN,Unknown,07/05/2012,07/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1025,,,,5,,,,
171409,National authorities,0.537498,101.441713,Asia,Indonesia,Riau,MERANTI PANDAK,Unknown,01/05/2012,01/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",816,,,,21,,,,
171408,National authorities,-8.667823,115.169032,Asia,Indonesia,Bali,KEROBOKAN KAJA,Unknown,02/05/2012,03/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",23000,,,,17,,,,
171407,National authorities,-8.288733,115.235449,Asia,Indonesia,Bali,PELAGA,Unknown,01/05/2012,02/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",18350,,,,17,,,,
171406,National authorities,-6.902904,108.321826,Asia,Indonesia,Jawa Barat,SUKASARI KALER,Unknown,14/05/2012,16/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4035,,,,0,,,,
171405,National authorities,-6.48125,107.873518,Asia,Indonesia,Jawa Barat,TANJUNG,Unknown,22/05/2012,23/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6500,,,,12,,,,
171404,National authorities,-7.056471,108.693973,Asia,Indonesia,Jawa Barat,SUKASARI,Unknown,15/05/2012,18/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5635,,,,,,,,
171403,National authorities,-6.749662,108.53626,Asia,Indonesia,Jawa Barat,KARYAMULYA,Unknown,15/05/2012,16/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5642,,,,0,,,,
171402,National authorities,-7.012801,108.55024,Asia,Indonesia,Jawa Barat,CIKANANGA,Unknown,01/05/2012,03/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",671,,,,0,,,,
171397,National authorities,31.305598,30.899873,Africa,Egypt,Kafr El-Shikh,Kafr-el-sheikh,Centroid Admin1,25/04/2012,07/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171396,OIE,37.04,104.16,Asia,China,Gansu Sheng,Dongguan village,Unknown,01/06/2012,06/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",18460,6200,260,18200,0,,,,
171392,FAO Field Officer,23.133334,113.266667,Asia,China,Guangdong Sheng,Guangzhou,Centroid Locality,23/05/2012,04/06/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,0,1,
171391,National authorities,-7.049055,111.999962,Asia,Indonesia,Jawa Timur,RENGEL,Unknown,07/02/2012,14/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",16535,,,,,,,,
171390,National authorities,-7.176441,111.883237,Asia,Indonesia,Jawa Timur,PACUL,Unknown,21/02/2012,22/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1079,,,,,,,,
171389,National authorities,2.834535,117.35162,Asia,Indonesia,Kalimantan Timur,TANJUNG SELOR TIMUR,Unknown,26/01/2012,01/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",0,,,,0,,,,
171388,National authorities,-6.890662,109.304071,Asia,Indonesia,Jawa Tengah,KEDUNGKELOR,Unknown,10/02/2012,11/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8500,,,,0,,,,
171387,National authorities,3.305917,99.131378,Asia,Indonesia,Sumatera Utara,PERSIAKAN,Unknown,21/02/2012,24/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3685,,,,0,,,,
171386,National authorities,-8.09208,115.115462,Asia,Indonesia,Bali,KEL. PENARUKAN,Unknown,16/02/2012,17/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10967,,,,0,,,,
171385,National authorities,-8.711204,115.175338,Asia,Indonesia,Bali,SEMINYAK,Unknown,14/02/2012,15/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",500,,,,13,,,,
171384,National authorities,-8.719055,115.174027,Asia,Indonesia,Bali,LEGIAN,Unknown,16/02/2012,16/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2050,,,,19,,,,
171383,National authorities,-8.542378,115.226673,Asia,Indonesia,Bali,SEDANG,Unknown,13/02/2012,15/02/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",14750,,,,3,,,,
171372,FAO Field Officer,11.17,104.54,Asia,Cambodia,Kampong Speu,Pring ,Unknown,27/05/2012,30/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, unspecified bird",1304,564,564,740,,,,,
171352,National authorities,11.1830735086,104.5391668809,Asia,Cambodia,Kampong Speu,Pring village (Toul Sala Commune),Centroid Admin2,20/05/2012,28/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171331,National authorities,29.41389,30.75778,Africa,Egypt,Fayoum,Sanhour El qeblia,Centroid Locality,10/05/2012,11/05/2012,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,5350,,5350,,,,,
171324,EC,40.794781,14.46206,Europe,Italy,Campania,Napoli,Centroid Admin2,,15/05/2012,Confirmed,Influenza - Avian,H5 LPAI,"domestic, chicken",4800,,,4800,,,,,
171323,WHO,20.456552,105.920056,Asia,Viet Nam,Ha Nam,Thanh Ha,Unknown,01/01/2004,13/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171322,WHO,20.10604,106.13847,Asia,Viet Nam,Ninh Binh,Nghia Loi,Unknown,24/12/2003,13/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171320,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,O Cho Dua Ward,Centroid Admin2,23/10/2005,26/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171319,WHO,9.93455,106.57673,Asia,Viet Nam,Ben Tre,Tan Xuan,Centroid Admin2,25/07/2005,30/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171318,WHO,20.95999,105.59033,Asia,Viet Nam,Ha Tay,Ngoc My,Centroid Admin2,18/07/2005,23/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171317,WHO,9.98354,106.2217,Asia,Viet Nam,Tra Vinh,An Truong,Centroid Admin2,20/07/2005,20/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171316,WHO,10.79833,106.65595,Asia,Viet Nam,Ho Chi Minh City,"C15/7, Tinh lo 10 street",Centroid Admin2,19/07/2005,23/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171315,WHO,20.90625,106.37924,Asia,Viet Nam,Hai Duong,Tam Ky,Centroid Admin2,18/05/2005,18/05/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171314,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,Khuong Trung,Centroid Admin1,04/06/2005,07/06/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171313,WHO,20.93968,105.652801,Asia,Viet Nam,Ha Tay,"Long Xuyen commune, Phu Tho district",Centroid Admin1,21/05/2005,03/06/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171312,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,Thanh Xuan Trung,Centroid Admin1,29/05/2005,04/06/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171311,WHO,18.98375,105.54242,Asia,Viet Nam,Nghe An,Dien Hoa,Centroid Admin2,20/04/2005,28/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171310,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,So 2 Ngo 299/44,Centroid Admin1,21/05/2005,28/05/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171309,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,Kim Giang,Centroid Admin2,31/05/2005,02/06/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171308,WHO,20.53323,106.50084,Asia,Viet Nam,Thai Binh,Hoa Viet commune,Centroid Admin2,23/04/2005,30/05/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171307,WHO,20.806024,106.023856,Asia,Viet Nam,Hung Yen,"Binh Kieu commune, Khoai Chau district",Centroid Admin1,26/04/2005,14/05/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171306,WHO,20.02287,105.34141,Asia,Viet Nam,Thanh Hoa,"Te Thang commune, Nong Cong district",Centroid Admin1,20/04/2005,25/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171305,WHO,21.31263,105.56,Asia,Viet Nam,Vinh Phuc,"Ngu Kien commune, Vinh Tuong district",Centroid Admin1,25/04/2005,06/05/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171304,WHO,21.79263,105.00178,Asia,Viet Nam,Yen Bai,Bach Ha,Centroid Admin2,30/04/2005,30/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171303,WHO,21.11992,105.84066,Asia,Viet Nam,Ha Noi City,Ha Noi,Centroid Admin1,13/04/2005,13/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171302,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,Kien Thuy district,Centroid Admin1,22/04/2005,25/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171301,WHO,17.89286,105.86587,Asia,Viet Nam,Quang Binh,Tuyen Hoa,Centroid Admin2,10/04/2005,16/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171300,WHO,16.733995,106.964661,Asia,Viet Nam,Quang Tri,Ward 5A,Centroid Admin1,30/03/2005,07/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171299,WHO,17.89286,105.86587,Asia,Viet Nam,Quang Binh,Chau Hoa,Centroid Admin2,30/03/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171298,WHO,17.89286,105.86587,Asia,Viet Nam,Quang Binh,Chau Hoa,Centroid Admin2,04/02/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171297,WHO,21.266571,107.178219,Asia,Viet Nam,Quang Ninh,"Hong Thang ward, Ha Long city",Centroid Admin1,02/04/2005,02/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171296,WHO,20.806024,106.023856,Asia,Viet Nam,Hung Yen,"Minh Hai commune, Van Lam district",Centroid Admin1,19/03/2005,02/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171295,WHO,21.13293,105.37896,Asia,Viet Nam,Ha Tay,Khanh Thuong,Centroid Admin2,04/01/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171294,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,"Niem Nghia commune, Le Chan district\",Centroid Admin1,31/03/2005,31/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171293,WHO,18.05178,106.21959,Asia,Viet Nam,Ha Tinh,Ky Phong,Centroid Admin2,26/03/2005,29/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171292,WHO,16.733995,106.964661,Asia,Viet Nam,Quang Tri,Ward 1,Centroid Admin1,19/03/2005,21/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,1
171291,WHO,17.89286,105.86587,Asia,Viet Nam,Quang Binh,Chau Hoa,Centroid Admin2,18/03/2005,22/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171290,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,Kim Lien,Centroid Admin2,28/03/2005,28/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171289,WHO,21.02423,105.81486,Asia,Viet Nam,Ha Noi City,Giang Bien,Centroid Admin2,25/03/2005,27/03/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,,
171288,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,"Hung Dao commune, Kien Thuy district",Centroid Admin1,21/03/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171287,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,"Hung Dao commune, Kien Thuy district",Centroid Admin1,21/03/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171286,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,"Hung Dao commune, Kien Thuy district",Centroid Admin1,21/03/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
171285,WHO,20.80021,106.6553,Asia,Viet Nam,Hai Phong City,"Hung Dao commune, Kien Thuy district",Centroid Admin1,21/03/2005,04/04/2005,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
