Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
147297,National authorities,10.12806,106.47056,Asia,Viet Nam,Ben Tre,Tan Hao,Centroid Admin3,06/02/2004,06/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147296,National authorities,10.15083,106.41389,Asia,Viet Nam,Ben Tre,Phuoc Long,Centroid Admin3,19/01/2004,19/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147295,National authorities,10.23028,106.47306,Asia,Viet Nam,Ben Tre,Phong My,Centroid Admin3,09/02/2004,09/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147294,National authorities,10.21194,106.42639,Asia,Viet Nam,Ben Tre,My Thanh,Centroid Admin3,19/02/2004,19/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147293,National authorities,10.19694,106.47194,Asia,Viet Nam,Ben Tre,Luong Quoi,Centroid Admin3,27/02/2004,27/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147292,National authorities,10.19417,106.45806,Asia,Viet Nam,Ben Tre,Luong Hoa,Centroid Admin3,09/01/2004,09/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147291,National authorities,10.13833,106.39083,Asia,Viet Nam,Ben Tre,Hung Phong,Centroid Admin3,19/02/2004,19/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147290,National authorities,10.065,106.47139,Asia,Viet Nam,Ben Tre,Hung Le,Centroid Admin3,12/02/2004,12/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147289,National authorities,10.17806,106.54861,Asia,Viet Nam,Ben Tre,Chau Binh,Centroid Admin3,13/02/2004,13/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147288,National authorities,10.16861,106.51639,Asia,Viet Nam,Ben Tre,Binh Hoa,Centroid Admin3,01/02/2004,01/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147287,National authorities,10.28611,106.23917,Asia,Viet Nam,Ben Tre,Quoi Thanh,Centroid Admin3,13/01/2004,13/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147286,National authorities,10.31611,106.39944,Asia,Viet Nam,Ben Tre,Quoi Son,Centroid Admin3,19/01/2004,19/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147285,National authorities,10.27278,106.40528,Asia,Viet Nam,Ben Tre,Phuoc Thanh,Centroid Admin3,03/02/2004,03/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147284,National authorities,10.30944,106.28,Asia,Viet Nam,Ben Tre,Phu Tuc,Centroid Admin3,14/02/2004,14/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147283,National authorities,10.30444,106.21944,Asia,Viet Nam,Ben Tre,Phu Duc,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147282,National authorities,10.29639,106.36861,Asia,Viet Nam,Ben Tre,Phu An Hoa,Centroid Admin3,13/02/2004,13/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147281,National authorities,10.2875,106.31194,Asia,Viet Nam,Ben Tre,My Thanh,Centroid Admin3,15/01/2004,15/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147280,National authorities,10.26167,106.39806,Asia,Viet Nam,Ben Tre,Huu Dinh,Centroid Admin3,19/02/2004,19/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147279,National authorities,10.30083,106.42028,Asia,Viet Nam,Ben Tre,Giao Long,Centroid Admin3,13/02/2004,13/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147278,National authorities,10.29722,106.43944,Asia,Viet Nam,Ben Tre,Giao Hoa,Centroid Admin3,30/01/2004,30/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147277,National authorities,10.28833,106.40556,Asia,Viet Nam,Ben Tre,An Phuoc,Centroid Admin3,09/02/2004,09/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147276,National authorities,10.30917,106.33167,Asia,Viet Nam,Ben Tre,An Khanh,Centroid Admin3,17/01/2004,17/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147275,National authorities,10.27361,106.43444,Asia,Viet Nam,Ben Tre,An Hoa,Centroid Admin3,17/01/2004,17/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147274,National authorities,10.27111,106.29333,Asia,Viet Nam,Ben Tre,An Hiep,Centroid Admin3,18/02/2004,18/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147273,National authorities,10.25361,106.52333,Asia,Viet Nam,Ben Tre,Vang Quoi Tay,Centroid Admin3,08/02/2004,08/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147272,National authorities,10.18472,106.70333,Asia,Viet Nam,Ben Tre,TT. Binh Dai,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147271,National authorities,10.13722,106.76556,Asia,Viet Nam,Ben Tre,Thua Duc,Centroid Admin3,01/01/2004,01/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147270,National authorities,10.21667,106.535,Asia,Viet Nam,Ben Tre,Thoi Lai,Centroid Admin3,29/02/2004,29/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147269,National authorities,10.17028,106.64861,Asia,Viet Nam,Ben Tre,Thanh Tri,Centroid Admin3,10/02/2004,10/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147268,National authorities,10.12083,106.705,Asia,Viet Nam,Ben Tre,Thanh Phuoc,Centroid Admin3,06/01/2004,06/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147267,National authorities,10.19167,106.59861,Asia,Viet Nam,Ben Tre,Phu Long,Centroid Admin3,16/01/2004,16/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147266,National authorities,10.26222,106.46,Asia,Viet Nam,Ben Tre,Long Hoa,Centroid Admin3,05/01/2004,05/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147265,National authorities,10.22111,106.58111,Asia,Viet Nam,Ben Tre,Loc Thuan,Centroid Admin3,22/01/2004,22/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147264,National authorities,10.22167,106.63333,Asia,Viet Nam,Ben Tre,Dinh Trung,Centroid Admin3,14/01/2004,14/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147263,National authorities,10.16083,106.6675,Asia,Viet Nam,Ben Tre,Dai Hoa Loc,Centroid Admin3,01/02/2004,01/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147262,National authorities,10.24389,106.49083,Asia,Viet Nam,Ben Tre,Chau Hung,Centroid Admin3,18/01/2004,18/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147261,National authorities,10.20306,106.66694,Asia,Viet Nam,Ben Tre,Binh Thoi,Centroid Admin3,27/02/2004,27/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147260,National authorities,10.18194,106.71722,Asia,Viet Nam,Ben Tre,Binh Thang,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147259,National authorities,10.07,106.60806,Asia,Viet Nam,Ben Tre,Phu Le,Centroid Admin3,11/01/2004,11/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147258,National authorities,10.0975,106.56806,Asia,Viet Nam,Ben Tre,My Thanh,Centroid Admin3,13/02/2004,13/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147257,National authorities,10.09139,106.59111,Asia,Viet Nam,Ben Tre,My Nhon,Centroid Admin3,18/01/2004,18/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147256,National authorities,10.155,106.58222,Asia,Viet Nam,Ben Tre,My Hoa,Centroid Admin3,29/02/2004,29/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147255,National authorities,10.12333,106.57,Asia,Viet Nam,Ben Tre,My Chanh,Centroid Admin3,01/02/2004,01/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147254,National authorities,10.03722,106.66472,Asia,Viet Nam,Ben Tre,Bao Thuan,Centroid Admin3,10/01/2004,10/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147253,National authorities,10.08972,106.66944,Asia,Viet Nam,Ben Tre,Bao Thach,Centroid Admin3,24/02/2004,24/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147252,National authorities,9.98833,106.62889,Asia,Viet Nam,Ben Tre,An Thuy,Centroid Admin3,22/01/2004,22/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147251,National authorities,10.02889,106.53083,Asia,Viet Nam,Ben Tre,An Thiep,Centroid Admin3,11/02/2004,11/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147250,National authorities,10.10139,106.54194,Asia,Viet Nam,Ben Tre,An Phu Trung,Centroid Admin3,04/01/2004,04/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147249,National authorities,10.04694,106.51583,Asia,Viet Nam,Ben Tre,An Ngai Tay,Centroid Admin3,24/02/2004,24/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147248,National authorities,10.06472,106.63472,Asia,Viet Nam,Ben Tre,An Hoa Tay,Centroid Admin3,24/02/2004,24/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147247,National authorities,10.01583,106.57611,Asia,Viet Nam,Ben Tre,An Duc,Centroid Admin3,25/01/2004,25/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147246,National authorities,10.05639,106.58028,Asia,Viet Nam,Ben Tre,An Binh Tay,Centroid Admin3,06/01/2004,06/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147245,National authorities,21.17,106.03,Asia,Viet Nam,Bac Ninh,Phong Khe,Centroid Admin3,18/01/2004,18/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147244,National authorities,21.18833,105.98806,Asia,Viet Nam,Bac Ninh,Long Chau,Centroid Admin3,23/01/2004,23/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147243,National authorities,21.18278,106.04444,Asia,Viet Nam,Bac Ninh,Khuc Xuyen,Centroid Admin3,06/02/2004,06/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147242,National authorities,21.21417,105.92694,Asia,Viet Nam,Bac Ninh,Hoa Tien,Centroid Admin3,10/02/2004,10/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147241,National authorities,21.21083,106.06917,Asia,Viet Nam,Bac Ninh,Hoa Long,Centroid Admin3,18/01/2004,18/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147240,National authorities,21.2425,106.00139,Asia,Viet Nam,Bac Ninh,Dung Liet,Centroid Admin3,30/01/2004,30/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147239,National authorities,21.21056,105.97056,Asia,Viet Nam,Bac Ninh,Dong Tien,Centroid Admin3,28/02/2004,28/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147238,National authorities,21.17056,105.95028,Asia,Viet Nam,Bac Ninh,Dong Tho,Centroid Admin3,12/01/2004,12/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147237,National authorities,21.16111,106.05611,Asia,Viet Nam,Bac Ninh,Vo Cuong,Centroid Admin3,29/02/2004,29/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147236,National authorities,21.18333,106.05917,Asia,Viet Nam,Bac Ninh,P. Ve An,Centroid Admin3,05/01/2004,05/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147235,National authorities,21.12889,106.02639,Asia,Viet Nam,Bac Ninh,Lien Bao,Centroid Admin3,17/02/2004,17/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147234,National authorities,21.11611,106.08417,Asia,Viet Nam,Bac Ninh,Lac Ve,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147233,National authorities,21.14361,106.05806,Asia,Viet Nam,Bac Ninh,Khac Niem,Centroid Admin3,24/02/2004,24/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147232,National authorities,21.1525,105.93556,Asia,Viet Nam,Bac Ninh,Huong Mac,Centroid Admin3,04/01/2004,04/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147231,National authorities,21.1125,105.99861,Asia,Viet Nam,Bac Ninh,Hoan Son,Centroid Admin3,02/01/2004,02/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147230,National authorities,21.12194,106.04528,Asia,Viet Nam,Bac Ninh,Hien Van,Centroid Admin3,13/01/2004,13/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147229,National authorities,21.13694,106.075,Asia,Viet Nam,Bac Ninh,Hap Linh,Centroid Admin3,17/01/2004,17/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147228,National authorities,21.13222,105.94889,Asia,Viet Nam,Bac Ninh,Dong Quang,Centroid Admin3,22/01/2004,22/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147227,National authorities,21.12806,105.97389,Asia,Viet Nam,Bac Ninh,Dong Nguyen,Centroid Admin3,30/01/2004,30/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147226,National authorities,21.10194,105.95083,Asia,Viet Nam,Bac Ninh,Dinh Bang,Centroid Admin3,24/01/2004,24/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147225,National authorities,21.08694,105.98944,Asia,Viet Nam,Bac Ninh,Dai Dong,Centroid Admin3,03/02/2004,03/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147224,National authorities,21.11972,105.92833,Asia,Viet Nam,Bac Ninh,Chau Khe,Centroid Admin3,21/01/2004,21/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147223,National authorities,21.07833,106.0325,Asia,Viet Nam,Bac Ninh,Canh Hung,Centroid Admin3,20/01/2004,20/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147222,National authorities,21.02389,106.01528,Asia,Viet Nam,Bac Ninh,Xuan Lam,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147221,National authorities,21.04389,106.03139,Asia,Viet Nam,Bac Ninh,Tri Qua,Centroid Admin3,14/01/2004,14/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147220,National authorities,21.02833,106.11667,Asia,Viet Nam,Bac Ninh,Tram Lo,Centroid Admin3,10/01/2004,10/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147219,National authorities,21.03611,106.05194,Asia,Viet Nam,Bac Ninh,Thanh Khuong,Centroid Admin3,07/02/2004,07/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147218,National authorities,21.00222,106.01667,Asia,Viet Nam,Bac Ninh,Song Lieu,Centroid Admin3,05/01/2004,05/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147217,National authorities,21.06,106.08583,Asia,Viet Nam,Bac Ninh,Song Ho,Centroid Admin3,08/02/2004,08/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147216,National authorities,21.01028,106.09222,Asia,Viet Nam,Bac Ninh,Ninh Xa,Centroid Admin3,29/02/2004,29/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147215,National authorities,21.01056,106.06306,Asia,Viet Nam,Bac Ninh,Nguyet Duc,Centroid Admin3,01/01/2004,01/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147214,National authorities,21.01167,106.03472,Asia,Viet Nam,Bac Ninh,Ngu Thai,Centroid Admin3,11/02/2004,11/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147213,National authorities,21.00222,106.12472,Asia,Viet Nam,Bac Ninh,Nghia Dao,Centroid Admin3,21/01/2004,21/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147212,National authorities,21.12417,106.165,Asia,Viet Nam,Bac Ninh,Bong Lai,Centroid Admin3,01/01/2004,01/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147211,National authorities,21.01861,106.28,Asia,Viet Nam,Bac Ninh,Lai Ha,Centroid Admin3,15/01/2004,15/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147210,National authorities,21.09278,106.17639,Asia,Viet Nam,Bac Ninh,Giang Son,Centroid Admin3,11/02/2004,11/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147209,National authorities,21.06361,106.1625,Asia,Viet Nam,Bac Ninh,Dong Cuu,Centroid Admin3,11/01/2004,11/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147208,National authorities,21.08917,106.21194,Asia,Viet Nam,Bac Ninh,Dai Lai,Centroid Admin3,05/02/2004,05/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147207,National authorities,21.03972,106.15222,Asia,Viet Nam,Bac Ninh,Dai Bai,Centroid Admin3,11/01/2004,11/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147206,National authorities,21.08694,106.28694,Asia,Viet Nam,Bac Ninh,Cao Duc,Centroid Admin3,11/02/2004,11/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147205,National authorities,21.07639,106.2575,Asia,Viet Nam,Bac Ninh,Binh Duong,Centroid Admin3,22/01/2004,22/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147204,National authorities,21.00028,106.16417,Asia,Viet Nam,Bac Ninh,Binh Dinh,Centroid Admin3,15/01/2004,15/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147203,National authorities,9.32833,105.61278,Asia,Viet Nam,Bac Lieu,Minh Dieu,Centroid Admin3,28/02/2004,28/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147202,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,20/02/2004,20/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147201,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,17/02/2004,17/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147200,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,04/02/2004,04/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147199,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,16/01/2004,16/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147198,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,25/01/2004,25/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147197,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,20/01/2004,20/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147196,National authorities,9.42389,105.55278,Asia,Viet Nam,Bac Lieu,Hung Phu,Centroid Admin3,08/02/2004,08/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147195,National authorities,9.51278,105.46778,Asia,Viet Nam,Bac Lieu,Hoa Loi,Centroid Admin3,28/02/2004,28/02/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
147194,National authorities,9.51278,105.46778,Asia,Viet Nam,Bac Lieu,Hoa Loi,Centroid Admin3,11/01/2004,11/01/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",,,,,,,,,
